MonthEndingDate,NHSBoardName,LocationCode,LocationName,DepartmentType,AttendanceCategory,NumberOfAttendancesAll,NumberWithin4HoursAll,NumberOver4HoursAll,PercentageWithin4HoursAll,NumberOfAttendancesEpisode,NumberWithin4HoursEpisode,NumberOver4HoursEpisode,PercentageWithin4HoursEpisode,NumberOver8HoursEpisode,PercentageOver8HoursEpisode,NumberOver12HoursEpisode,PercentageOver12HoursEpisode
2010-09-30,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,All,273,273,0,100,,,,,,,,
2010-09-30,NHS Highland,H227B,Aviemore Health Centre,Type 3,Unplanned,171,171,0,100,,,,,,,,
2010-09-30,NHS Highland,H227B,Aviemore Health Centre,Type 3,All,171,171,0,100,,,,,,,,
2010-09-30,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,Unplanned,5601,5450,151,97.3,5601,5450,151,97.3,2,0,0,0
2010-09-30,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,All,5601,5450,151,97.3,5601,5450,151,97.3,2,0,0,0
2010-09-30,NHS Lanarkshire,L206H,Kello Hospital,Type 3,Unplanned,59,59,0,100,,,,,,,,
2010-09-30,NHS Lanarkshire,L206H,Kello Hospital,Type 3,All,59,59,0,100,,,,,,,,
2010-09-30,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,Unplanned,116,116,0,100,,,,,,,,
2010-09-30,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,All,116,116,0,100,,,,,,,,
2010-09-30,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,Unplanned,4809,4638,171,96.4,4809,4638,171,96.4,17,0.4,0,0
2010-09-30,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,All,4809,4638,171,96.4,4809,4638,171,96.4,17,0.4,0,0
2010-09-30,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,Unplanned,5617,5506,111,98,5617,5506,111,98,3,0.1,0,0
2010-09-30,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,All,5617,5506,111,98,5617,5506,111,98,3,0.1,0,0
2010-09-30,NHS Lothian,S102H,Belhaven Hospital,Type 3,Unplanned,17,17,0,100,,,,,,,,
2010-09-30,NHS Lothian,S102H,Belhaven Hospital,Type 3,All,17,17,0,100,,,,,,,,
2010-09-30,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,Unplanned,148,148,0,100,,,,,,,,
2010-09-30,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,All,148,148,0,100,,,,,,,,
2010-09-30,NHS Lothian,S116H,Western General Hospital,Type 3,Unplanned,3033,3006,27,99.1,3033,3006,27,99.1,2,0.1,0,0
2010-09-30,NHS Lothian,S116H,Western General Hospital,Type 3,All,3033,3006,27,99.1,3033,3006,27,99.1,2,0.1,0,0
2010-09-30,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,Unplanned,4250,4022,228,94.6,4250,4022,228,94.6,46,1.1,16,0.4
2010-09-30,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,All,4250,4022,228,94.6,4250,4022,228,94.6,46,1.1,16,0.4
2010-09-30,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,Unplanned,9549,9111,438,95.4,9549,9111,438,95.4,13,0.1,1,0
2010-09-30,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,All,9549,9111,438,95.4,9549,9111,438,95.4,13,0.1,1,0
2010-09-30,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,Unplanned,3141,3108,33,98.9,3141,3108,33,98.9,0,0,0,0
2010-09-30,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,All,3141,3108,33,98.9,3141,3108,33,98.9,0,0,0,0
2010-09-30,NHS Orkney,R103H,Balfour Hospital - Type 3,Type 3,Unplanned,289,289,0,100,,,,,,,,
2010-09-30,NHS Orkney,R103H,Balfour Hospital - Type 3,Type 3,All,289,289,0,100,,,,,,,,
2010-09-30,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,Unplanned,713,712,1,99.9,713,712,1,99.9,0,0,0,0
2010-09-30,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,All,713,712,1,99.9,713,712,1,99.9,0,0,0,0
2010-09-30,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,Unplanned,4100,4021,79,98.1,4100,4021,79,98.1,2,0,0,0
2010-09-30,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,All,4100,4021,79,98.1,4100,4021,79,98.1,2,0,0,0
2010-09-30,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,Unplanned,2233,2214,19,99.1,2233,2214,19,99.1,3,0.1,0,0
2010-09-30,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,All,2233,2214,19,99.1,2233,2214,19,99.1,3,0.1,0,0
2010-09-30,NHS Tayside,T205H,St Margaret's Hospital,Type 3,Unplanned,32,32,0,100,32,32,0,100,0,0,0,0
2010-09-30,NHS Tayside,T205H,St Margaret's Hospital,Type 3,All,32,32,0,100,32,32,0,100,0,0,0,0
2010-09-30,NHS Tayside,T207H,Aberfeldy Community Hospital,Type 3,Unplanned,16,16,0,100,16,16,0,100,0,0,0,0
2010-09-30,NHS Tayside,T207H,Aberfeldy Community Hospital,Type 3,All,16,16,0,100,16,16,0,100,0,0,0,0
2010-09-30,NHS Tayside,T209H,Blairgowrie Community Hospital,Type 3,Unplanned,238,238,0,100,238,238,0,100,0,0,0,0
2010-09-30,NHS Tayside,T209H,Blairgowrie Community Hospital,Type 3,All,238,238,0,100,238,238,0,100,0,0,0,0
2010-09-30,NHS Tayside,T304H,Arbroath Infirmary,Type 3,Unplanned,1131,1130,1,99.9,1131,1130,1,99.9,0,0,0,0
2010-09-30,NHS Tayside,T304H,Arbroath Infirmary,Type 3,All,1131,1130,1,99.9,1131,1130,1,99.9,0,0,0,0
2010-09-30,NHS Tayside,T305H,Brechin Infirmary,Type 3,Unplanned,260,260,0,100,260,260,0,100,0,0,0,0
2010-09-30,NHS Tayside,T305H,Brechin Infirmary,Type 3,All,260,260,0,100,260,260,0,100,0,0,0,0
2010-09-30,NHS Tayside,T316H,Crieff Community Hospital,Type 3,Unplanned,182,181,1,99.5,182,181,1,99.5,0,0,0,0
2010-09-30,NHS Tayside,T316H,Crieff Community Hospital,Type 3,All,182,181,1,99.5,182,181,1,99.5,0,0,0,0
2010-09-30,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,Unplanned,571,571,0,100,571,571,0,100,0,0,0,0
2010-09-30,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,All,571,571,0,100,571,571,0,100,0,0,0,0
2010-09-30,NHS Tayside,T320H,Pitlochry Community Hospital,Type 3,Unplanned,144,143,1,99.3,144,143,1,99.3,0,0,0,0
2010-09-30,NHS Tayside,T320H,Pitlochry Community Hospital,Type 3,All,144,143,1,99.3,144,143,1,99.3,0,0,0,0
2010-09-30,NHS Tayside,T357C,Links Health Centre,Type 3,Unplanned,686,686,0,100,686,686,0,100,0,0,0,0
2010-09-30,NHS Tayside,T357C,Links Health Centre,Type 3,All,686,686,0,100,686,686,0,100,0,0,0,0
2010-09-30,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,Unplanned,28,28,0,100,,,,,,,,
2010-09-30,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,All,28,28,0,100,,,,,,,,
2010-09-30,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,Unplanned,591,579,12,98,591,579,12,98,0,0,0,0
2010-09-30,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,All,591,579,12,98,591,579,12,98,0,0,0,0
2010-09-30,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,Unplanned,86,86,0,100,,,,,,,,
2010-09-30,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,All,86,86,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,Unplanned,187,187,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,All,187,187,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,Unplanned,32,32,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,All,32,32,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,Unplanned,5486,5429,57,99,5486,5429,57,99,1,0,0,0
2010-10-31,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,All,5486,5429,57,99,5486,5429,57,99,1,0,0,0
2010-10-31,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,Unplanned,3598,3469,129,96.4,3598,3469,129,96.4,7,0.2,3,0.1
2010-10-31,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,All,3598,3469,129,96.4,3598,3469,129,96.4,7,0.2,3,0.1
2010-10-31,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,Unplanned,116,116,0,100,,,,,,,,
2010-10-31,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,All,116,116,0,100,,,,,,,,
2010-10-31,NHS Borders,B103H,Knoll Community Hospital,Type 3,Unplanned,26,26,0,100,,,,,,,,
2010-10-31,NHS Borders,B103H,Knoll Community Hospital,Type 3,All,26,26,0,100,,,,,,,,
2010-10-31,NHS Borders,B105H,Hawick Community  Hospital,Type 3,Unplanned,81,81,0,100,,,,,,,,
2010-10-31,NHS Borders,B105H,Hawick Community  Hospital,Type 3,All,81,81,0,100,,,,,,,,
2010-10-31,NHS Borders,B114H,Kelso Community Hospital,Type 3,Unplanned,25,25,0,100,,,,,,,,
2010-10-31,NHS Borders,B114H,Kelso Community Hospital,Type 3,All,25,25,0,100,,,,,,,,
2010-10-31,NHS Borders,B118H,Hay Lodge Hospital,Type 3,Unplanned,61,61,0,100,,,,,,,,
2010-10-31,NHS Borders,B118H,Hay Lodge Hospital,Type 3,All,61,61,0,100,,,,,,,,
2010-10-31,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,Unplanned,1926,1885,41,97.9,1926,1885,41,97.9,1,0.1,0,0
2010-10-31,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,All,1926,1885,41,97.9,1926,1885,41,97.9,1,0.1,0,0
2010-10-31,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,Type 3,Unplanned,31,31,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,Type 3,All,31,31,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,Type 3,Unplanned,79,79,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,Type 3,All,79,79,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y109H,Moffat Hospital,Type 3,Unplanned,30,30,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y109H,Moffat Hospital,Type 3,All,30,30,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,Type 3,Unplanned,49,49,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,Type 3,All,49,49,0,100,,,,,,,,
2010-10-31,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,Unplanned,914,898,16,98.2,914,898,16,98.2,1,0.1,0,0
2010-10-31,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,All,914,898,16,98.2,914,898,16,98.2,1,0.1,0,0
2010-10-31,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,Unplanned,2692,2572,120,95.5,2692,2572,120,95.5,2,0.1,0,0
2010-10-31,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,All,2692,2572,120,95.5,2692,2572,120,95.5,2,0.1,0,0
2010-10-31,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,Unplanned,3189,3077,112,96.5,3189,3077,112,96.5,4,0.1,1,0
2010-10-31,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,All,3189,3077,112,96.5,3189,3077,112,96.5,4,0.1,1,0
2010-10-31,NHS Fife,F708H,Adamson Hospital,Type 3,Unplanned,101,101,0,100,,,,,,,,
2010-10-31,NHS Fife,F708H,Adamson Hospital,Type 3,All,101,101,0,100,,,,,,,,
2010-10-31,NHS Fife,F709H,St Andrews Community Hospital,Type 3,Unplanned,419,418,1,99.8,,,,,,,,
2010-10-31,NHS Fife,F709H,St Andrews Community Hospital,Type 3,All,419,418,1,99.8,,,,,,,,
2010-10-31,NHS Fife,F805H,Queen Margaret Hospital - Type 1,Type 1,Unplanned,3269,3144,125,96.2,3269,3144,125,96.2,13,0.4,1,0
2010-10-31,NHS Fife,F805H,Queen Margaret Hospital - Type 1,Type 1,All,3269,3144,125,96.2,3269,3144,125,96.2,13,0.4,1,0
2010-10-31,NHS Forth Valley,V102H,Falkirk Community Hospital,Type 3,Unplanned,1401,1401,0,100,1401,1401,0,100,0,0,0,0
2010-10-31,NHS Forth Valley,V102H,Falkirk Community Hospital,Type 3,All,1401,1401,0,100,1401,1401,0,100,0,0,0,0
2010-10-31,NHS Forth Valley,V201H,Stirling Royal Infirmary - Type 1,Type 1,Unplanned,4749,4367,382,92,4749,4367,382,92,9,0.2,0,0
2010-10-31,NHS Forth Valley,V201H,Stirling Royal Infirmary - Type 1,Type 1,All,4749,4367,382,92,4749,4367,382,92,9,0.2,0,0
2010-10-31,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,Unplanned,5225,5126,99,98.1,5225,5126,99,98.1,3,0.1,0,0
2010-10-31,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,All,5225,5126,99,98.1,5225,5126,99,98.1,3,0.1,0,0
2010-10-31,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,Unplanned,1260,1254,6,99.5,1260,1254,6,99.5,0,0,0,0
2010-10-31,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,All,1260,1254,6,99.5,1260,1254,6,99.5,0,0,0,0
2010-10-31,NHS Grampian,N151H,Aboyne Hospital,Type 3,Unplanned,72,72,0,100,,,,,,,,
2010-10-31,NHS Grampian,N151H,Aboyne Hospital,Type 3,All,72,72,0,100,,,,,,,,
2010-10-31,NHS Grampian,N331H,Inverurie Hospital,Type 3,Unplanned,30,30,0,100,,,,,,,,
2010-10-31,NHS Grampian,N331H,Inverurie Hospital,Type 3,All,30,30,0,100,,,,,,,,
2010-10-31,NHS Grampian,N332H,Insch War Memorial Hospital,Type 3,Unplanned,51,51,0,100,,,,,,,,
2010-10-31,NHS Grampian,N332H,Insch War Memorial Hospital,Type 3,All,51,51,0,100,,,,,,,,
2010-10-31,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,Unplanned,967,964,3,99.7,,,,,,,,
2010-10-31,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,All,967,964,3,99.7,,,,,,,,
2010-10-31,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,Unplanned,862,859,3,99.7,,,,,,,,
2010-10-31,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,All,862,859,3,99.7,,,,,,,,
2010-10-31,NHS Grampian,N335H,Jubilee Hospital,Type 3,Unplanned,264,264,0,100,,,,,,,,
2010-10-31,NHS Grampian,N335H,Jubilee Hospital,Type 3,All,264,264,0,100,,,,,,,,
2010-10-31,NHS Grampian,N336H,Turriff Hospital,Type 3,Unplanned,172,172,0,100,,,,,,,,
2010-10-31,NHS Grampian,N336H,Turriff Hospital,Type 3,All,172,172,0,100,,,,,,,,
2010-10-31,NHS Grampian,N337H,Chalmers Hospital,Type 3,Unplanned,309,309,0,100,,,,,,,,
2010-10-31,NHS Grampian,N337H,Chalmers Hospital,Type 3,All,309,309,0,100,,,,,,,,
2010-10-31,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,Unplanned,1867,1832,35,98.1,1867,1832,35,98.1,2,0.1,1,0.1
2010-10-31,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,All,1867,1832,35,98.1,1867,1832,35,98.1,2,0.1,1,0.1
2010-10-31,NHS Grampian,N431H,Seafield Hospital,Type 3,Unplanned,78,78,0,100,,,,,,,,
2010-10-31,NHS Grampian,N431H,Seafield Hospital,Type 3,All,78,78,0,100,,,,,,,,
2010-10-31,NHS Grampian,N432H,Stephen Hospital,Type 3,Unplanned,41,41,0,100,,,,,,,,
2010-10-31,NHS Grampian,N432H,Stephen Hospital,Type 3,All,41,41,0,100,,,,,,,,
2010-10-31,NHS Grampian,N433H,Turner Memorial Hospital,Type 3,Unplanned,71,71,0,100,,,,,,,,
2010-10-31,NHS Grampian,N433H,Turner Memorial Hospital,Type 3,All,71,71,0,100,,,,,,,,
2010-10-31,NHS Grampian,N434H,Leanchoil Hospital,Type 3,Unplanned,62,62,0,100,,,,,,,,
2010-10-31,NHS Grampian,N434H,Leanchoil Hospital,Type 3,All,62,62,0,100,,,,,,,,
2010-10-31,NHS Grampian,N451H,Fleming Hospital,Type 3,Unplanned,36,36,0,100,,,,,,,,
2010-10-31,NHS Grampian,N451H,Fleming Hospital,Type 3,All,36,36,0,100,,,,,,,,
2010-10-31,NHS Grampian,N494H,Kincardine Community Hospital,Type 3,Unplanned,118,118,0,100,118,118,0,100,0,0,0,0
2010-10-31,NHS Grampian,N494H,Kincardine Community Hospital,Type 3,All,118,118,0,100,118,118,0,100,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,Unplanned,1298,1284,14,98.9,1298,1284,14,98.9,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,All,1298,1284,14,98.9,1298,1284,14,98.9,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,Unplanned,2766,2691,75,97.3,2766,2691,75,97.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,All,2766,2691,75,97.3,2766,2691,75,97.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,Unplanned,5984,5641,343,94.3,5984,5641,343,94.3,5,0.1,0,0
2010-10-31,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,All,5984,5641,343,94.3,5984,5641,343,94.3,5,0.1,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,Unplanned,6121,5839,282,95.4,6121,5839,282,95.4,4,0.1,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,All,6121,5839,282,95.4,6121,5839,282,95.4,4,0.1,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - Type 1,Type 1,Unplanned,3575,3497,78,97.8,3575,3497,78,97.8,1,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - Type 1,Type 1,All,3575,3497,78,97.8,3575,3497,78,97.8,1,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - Type 1,Type 1,Unplanned,4914,4695,219,95.5,4914,4695,219,95.5,16,0.3,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - Type 1,Type 1,All,4914,4695,219,95.5,4914,4695,219,95.5,16,0.3,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,Unplanned,1253,1253,0,100,1253,1253,0,100,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,All,1253,1253,0,100,1253,1253,0,100,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - Type 1,Type 1,Unplanned,3896,3789,107,97.3,3896,3789,107,97.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - Type 1,Type 1,All,3896,3789,107,97.3,3896,3789,107,97.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,Unplanned,3351,3295,56,98.3,3351,3295,56,98.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,All,3351,3295,56,98.3,3351,3295,56,98.3,0,0,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - Type 1,Type 1,Unplanned,4727,4298,429,90.9,4727,4298,429,90.9,38,0.8,0,0
2010-10-31,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - Type 1,Type 1,All,4727,4298,429,90.9,4727,4298,429,90.9,38,0.8,0,0
2010-10-31,NHS Highland,C106H,Cowal Community Hospital,Type 3,Unplanned,590,584,6,99,,,,,,,,
2010-10-31,NHS Highland,C106H,Cowal Community Hospital,Type 3,All,590,584,6,99,,,,,,,,
2010-10-31,NHS Highland,C108H,Islay Hospital,Type 3,Unplanned,65,65,0,100,,,,,,,,
2010-10-31,NHS Highland,C108H,Islay Hospital,Type 3,All,65,65,0,100,,,,,,,,
2010-10-31,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,Unplanned,306,295,11,96.4,,,,,,,,
2010-10-31,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,All,306,295,11,96.4,,,,,,,,
2010-10-31,NHS Highland,C117J,Dunaros Hospital,Type 3,Unplanned,49,48,1,98,,,,,,,,
2010-10-31,NHS Highland,C117J,Dunaros Hospital,Type 3,All,49,48,1,98,,,,,,,,
2010-10-31,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,Unplanned,476,472,4,99.2,,,,,,,,
2010-10-31,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,All,476,472,4,99.2,,,,,,,,
2010-10-31,NHS Highland,C122H,Campbeltown Hospital,Type 3,Unplanned,463,451,12,97.4,,,,,,,,
2010-10-31,NHS Highland,C122H,Campbeltown Hospital,Type 3,All,463,451,12,97.4,,,,,,,,
2010-10-31,NHS Highland,H101H,Dunbar Hospital,Type 3,Unplanned,168,166,2,98.8,,,,,,,,
2010-10-31,NHS Highland,H101H,Dunbar Hospital,Type 3,All,168,166,2,98.8,,,,,,,,
2010-10-31,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,Unplanned,479,474,5,99,,,,,,,,
2010-10-31,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,All,479,474,5,99,,,,,,,,
2010-10-31,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,Unplanned,36,35,1,97.2,,,,,,,,
2010-10-31,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,All,36,35,1,97.2,,,,,,,,
2010-10-31,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,Unplanned,2496,2392,104,95.8,2496,2392,104,95.8,4,0.2,0,0
2010-10-31,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,All,2496,2392,104,95.8,2496,2392,104,95.8,4,0.2,0,0
2010-10-31,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,Unplanned,256,256,0,100,,,,,,,,
2010-10-31,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,All,256,256,0,100,,,,,,,,
2010-10-31,NHS Highland,H210H,Ian Charles Community Hospital,Type 3,Unplanned,100,100,0,100,,,,,,,,
2010-10-31,NHS Highland,H210H,Ian Charles Community Hospital,Type 3,All,100,100,0,100,,,,,,,,
2010-10-31,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,Unplanned,683,674,9,98.7,,,,,,,,
2010-10-31,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,All,683,674,9,98.7,,,,,,,,
2010-10-31,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,Type 3,Unplanned,261,260,1,99.6,,,,,,,,
2010-10-31,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,Type 3,All,261,260,1,99.6,,,,,,,,
2010-10-31,NHS Highland,H215H,Portree Community Hospital,Type 3,Unplanned,220,220,0,100,,,,,,,,
2010-10-31,NHS Highland,H215H,Portree Community Hospital,Type 3,All,220,220,0,100,,,,,,,,
2010-10-31,NHS Highland,H217H,Ross Memorial Hospital,Type 3,Unplanned,135,135,0,100,,,,,,,,
2010-10-31,NHS Highland,H217H,Ross Memorial Hospital,Type 3,All,135,135,0,100,,,,,,,,
2010-10-31,NHS Highland,H219H,County Community Hospital,Type 3,Unplanned,98,98,0,100,,,,,,,,
2010-10-31,NHS Highland,H219H,County Community Hospital,Type 3,All,98,98,0,100,,,,,,,,
2010-10-31,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,Unplanned,286,280,6,97.9,,,,,,,,
2010-10-31,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,All,286,280,6,97.9,,,,,,,,
2010-10-31,NHS Highland,H227B,Aviemore Health Centre,Type 3,Unplanned,152,152,0,100,,,,,,,,
2010-10-31,NHS Highland,H227B,Aviemore Health Centre,Type 3,All,152,152,0,100,,,,,,,,
2010-10-31,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,Unplanned,5502,5253,249,95.5,5502,5253,249,95.5,12,0.2,3,0.1
2010-10-31,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,All,5502,5253,249,95.5,5502,5253,249,95.5,12,0.2,3,0.1
2010-10-31,NHS Lanarkshire,L206H,Kello Hospital,Type 3,Unplanned,59,59,0,100,,,,,,,,
2010-10-31,NHS Lanarkshire,L206H,Kello Hospital,Type 3,All,59,59,0,100,,,,,,,,
2010-10-31,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,Unplanned,90,90,0,100,,,,,,,,
2010-10-31,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,All,90,90,0,100,,,,,,,,
2010-10-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,Unplanned,4641,4367,274,94.1,4641,4367,274,94.1,62,1.3,25,0.5
2010-10-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,All,4641,4367,274,94.1,4641,4367,274,94.1,62,1.3,25,0.5
2010-10-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,Unplanned,5340,5225,115,97.8,5340,5225,115,97.8,18,0.3,7,0.1
2010-10-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,All,5340,5225,115,97.8,5340,5225,115,97.8,18,0.3,7,0.1
2010-10-31,NHS Lothian,S102H,Belhaven Hospital,Type 3,Unplanned,23,23,0,100,,,,,,,,
2010-10-31,NHS Lothian,S102H,Belhaven Hospital,Type 3,All,23,23,0,100,,,,,,,,
2010-10-31,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,Unplanned,145,145,0,100,,,,,,,,
2010-10-31,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,All,145,145,0,100,,,,,,,,
